id_profilo,id_competenza,titolo,descrizione,risultato
436,1904,"Esecuzione e interpretazione delle coreografie","Eseguire ed interpretare l'insieme dei movimenti concatenati che costituiscono le coreografie, situandosi funzionalmente nello spazio scenico in base alle esigenze dello spettacolo",
437,1909,"Coordinamento degli artisti e della movimentazione tecnica del palcoscenico per le produzioni di spettacoli dal vivo","Sovrintendere e coordinare la movimentazione tecnica del palcoscenico, i movimenti e le entrate in scena degli artisti attraverso le indicazioni stabilite dalla regia sulla base della partitura musicale",
437,1907,"Esecuzione e interpretazione del repertorio lirico, sinfonico e ballettistico","Eseguire e interpretare i brani musicali afferenti al repertorio lirico- sinfonico e ballettistico seguendo le indicazioni della partitura in relazione al contesto stilistico- musicale",
437,1908,"Direzione musicale di palcoscenico","Dirigere e coordinare interventi musicali (interni) di piccoli complessi, bande, solisti, ensemble strumentali e vocali, che sono collocati dietro le quinte durante lo spettacolo teatrale",
90,938,"Consulenza tecnica alla produzione","Fornire suggerimenti e proporre soluzioni tecniche funzionali alle realizzazione dello spettacolo",
90,940,"Coordinamento dell'allestimento e delle prove","Coordinare l'allestimento dello spettacolo e la prova di funzionamento della macchina teatrale nel suo complesso assicurandone la messa a punto",
90,942,"Coordinamento della prova generale e delle rappresentazioni (controllo e regolazione)","Coordinare l'attività dei tecnici nella movimentazione degli elementi scenografici per assicurare il regolare svolgimento dello spettacolo",
220,829,"Verifica conclusiva della produzione realizzata","Verificare il risultato della produzione ed i costi a consuntivo analizzando eventuali scostamenti tra budget e spese sostenute",
220,825,"Coordinamento della progettazione esecutiva","Coordinare la progettazione esecutiva della lavorazione esplicitando gli obiettivi da raggiungere, le modalità di organizzazione del lavoro, le scadenze e il budget",
220,828,"Direzione della fase di allestimento e lavorazione/produzione","Dirigere il lavoro delle squadre di tecnici coordinando gli interventi, assicurando il rispetto dei tempi ed il minimo spreco di risorse",
96,907,"Ideazione di arredi, ambientazioni e scenografie","Presentare proposte relative ad arredi, ambientazioni (location per cinema e tv) e scenografie sotto forma di bozzetti delle scene da realizzare, nella fase di ideazione dello spettacolo/film",
96,908,"Progettazione della scenografia","Realizzare le tavole della scenografia che illustrano le diverse scene per mezzo del disegno a mano, al computer o con modellini in scala",
96,909,"Selezione degli ambienti in cui girare le scene (cinema e tv)","Individuare le locazioni più adatte per le riprese in interni e in esterni verificando la loro praticabilità riguardo al budget (cinema e tv)",
96,910,"Supervisione all'allestimento teatrale o alle riprese cinematografiche","Sovrintendere all'allestimento delle scenografie e degli arredi di scena in teatro e sul set delle riprese (cinema e tv) garantendo la riuscita dell'effetto scenografico",
87,902,"Stesura del soggetto (spettacolo, cinema, tv)","Scrivere un breve testo in forma di racconto da far circolare tra gli addetti ai lavori (produttori, funzionari televisivi, registi, sceneggiatori) per consentire loro di apprezzare e valutare la consistenza e la spendibilità della proposta",
87,903,"Elaborazione della scaletta (cinema e tv)","Elaborare la successione delle scene che costituiscono l'ossatura della storia secondo un elenco puntuale degli avvenimenti esposti in ordine sequenziale",
87,904,"Stesura del copione (spettacolo) o della sceneggiatura (cinema tv)","Scrivere dettagliatamente i dialoghi, i monologhi, la descrizione di ogni scena dell'opera, col corredo di annotazioni tecniche (descrizione delle inquadrature, movimenti di macchina, tipo di illuminazione ecc.) seguendo una ",
87,914,,"Procedere alla progressiva definizione del soggetto mettendo a fuoco i caratteri dei personaggi, l'impostazione dei dialoghi, l'atmosfera e l'ambiente della storia e precisando il ritmo delle sequenze",
86,9,"Ideazione della rappresentazione teatrale/del film/dello spettacolo televisivo","Ideare una interpretazione registica del testo/soggetto da rappresentare cercando di incontrare l'interesse del pubblico potenziale e della produzione che dovrà finanziare il lavoro",
86,896,"Coordinamento della pre-produzione teatrale/del film/dello spettacolo","Coordinare la pre-produzione del film o dello spettacolo tenendo conto del copione e della sceneggiatura",
86,897,"Realizzazione della produzione (spettacolo/film/programma tv ecc.)","Dirigere gli attori e i collaboratori sulla base del copione e della sceneggiatura guidando le prove degli artisti e coordinando i tecnici",
86,899,"Presidio del montaggio della pellicola o delle riprese in digitale (post produzione cinema e tv)","Controllare la fase di post produzione seguendo il montaggio della pellicola o delle riprese digitali",
22019,24012201901,"Essere in grado di erogare i servizi di biblioteca","Erogare il servizio di reference (supporto alla ricerca, monitoraggio e revisione strumenti di ricerca), orientare gli utenti nella ricerca, erogare il servizio di prestito, movimentare e distribuire il materiale documentario, controllare gli scaffali",
22019,24012201902,"Essere in grado di definire le condizioni di erogazione e fruizione del servizio di biblioteca","Regolare le modalità di consultazione, ricerca e accesso, regolare le modalità di riproduzione testi, redigere l’eventuale carta dei servizi, organizzare e diffondere informazioni del patrimonio bibliografico, implementando sistemi informativi e coordinando la diffusione di pubblicazioni, osservare le indicazioni del piano programmatico definito dall’amministrazione titolare.",
22019,24012201903,"Essere in grado di gestire le risorse informative e documentarie delle biblioteche","Acquisire ed inventariare le risorse informative e documentarie, dare supporto nelle procedure di selezione, acquisizione e scarto del materiale librario in entrata ed uscita, osservare le indicazioni del piano programmatico definito dall’amministrazione titolare, trattare ed ordinare fisicamente le risorse informative e documentarie, effettuare il controllo inventariale delle risorse informative e documentarie, descrivere ed indicizzare le risorse informative e documentarie, revisionare le collezioni, effettuare la manutenzione dei cataloghi e delle banche dati.",
22019,24012201904,"Orientare e supportare l’utenza ","Analizzare il bisogno informativo espresso e non dell’utente e supportarlo nella ricerca e nella selezione di documenti.",
22021,24012202101,"Collaborare con il registra nelle attività di selezione e gestione del casting principale e secondario","Collaborare con il registra nelle attività di selezione e gestione del casting, principale e secondario, e curarne gli adempimenti amministrativi previsti.",
22021,24012202102,"Elaborare il piano di produzione e l’ordine del giorno e coordinare gli artisti e i reparti.","Elaborare il piano di produzione, contenente il calendario delle riprese e l’ordine del giorno, da tramettere ai soggetti coinvolti alla realizzazione delle stesse, e coordinare gli artisti e i reparti, previa verifica dell’ambiente e degli aspetti tecnici del set",
22021,24012202103,"Compilare e redigere i documenti tecnici di ripresa","Compilare e redigere i documenti tecnici di ripresa, registrazione giornaliera, calcolo del minutaggio, sequenza delle scene in funzione del montaggio, aggiornamento del copione in base ai suggerimenti degli attori e del regista. ",
22021,24012202104,"Verifica della continuità narrativa e fotografica","Verifica della continuità narrativa e fotografica",
22022,24012202201,"Analizzare l’ambiente, la logistica degli spazi ed il budget disponibile","Analizzare le caratteristiche e le proprietà dell’ambiente quali l’accessibilità, le caratteristiche morfologiche del terreno, la planimetria dell’immobile, la logistica degli spazi del set e i costi di produzione. ",
22022,24012202202,"Preparare e predisporre macchinari, strumenti e strutture per le riprese cinematografiche","Preparare e predisporre macchinari, strumenti e strutture per le riprese cinematografiche mediante le operazioni di carico e scarico, smontaggio/montaggio, posizionamento e ancoraggio.",
22022,24012202203,"Realizzare l’installazione, controllo e manutenzione dei gruppi elettrogeni e dei macchinari e strumenti per le riprese ","Realizzare l’installazione, la messa in sicurezza, il controllo e la manutenzione dei gruppi elettrogeni e dei macchinari e strumenti per le riprese",
22022,24012202204,"Realizzare effetti speciali scenici e fornire assistenza durante le riprese ","Realizzare gli effetti speciali scenici in relazione al budget disponibile e fornire assistenza tecnica durante le riprese provvedendo a movimentare i dispositivi mobili e alla compilazione e battitura del ciak",
438,1912,"Esecuzione e interpretazione del repertorio lirico-sinfonico e ballettistico","Eseguire e interpretare il repertorio lirico- sinfonico e ballettistico in sintonia con tutto l'organico orchestrale",
438,1911,"Esecuzione e interpretazione del repertorio per gruppi e ensemble strumentali","Eseguire e interpretare il repertorio cameristico in sintonia con gli altri componenti del gruppo o dell'ensemble strumentale",
438,1910,"Esecuzione e interpretazione del repertorio solistico e orchestrale nel ruolo di prima parte","Eseguire e interpretare il repertorio solistico e il repertorio orchestrale nel ruolo di prima parte in produzioni liriche, sinfoniche e ballettistiche o in ensemble strumentali (orchestre da camera, bande, etc.)",
434,1900,"Performance di arte circense e teatro di strada","Svolgere performance di arte circense o di teatro di strada mediante azioni acrobatiche, di giocoleria, clowneria e mimica",
434,1899,"Doppiaggio, speakeraggio, lettura e narrazione","Utilizzare le proprie capacità vocali e interpretative per il doppiaggio di film, serial televisivi, cartoni animati e videogames; realizzare programmi radiofonici e documentari; leggere e interpretare testi per audiolibri, programmi multimediali, audio g",
434,1898,"Preparazione e interpretazione del ruolo attoriale in ambito teatrale, cinematografico e televisivo","Costruire il proprio ruolo e effettuarne l'interpretazione identificandosi con il personaggio e assumendone, secondo le indicazioni della sceneggiatura o del copione, espressioni, stili, movimenti del corpo e comportamenti, in relazione alla propria perso",
94,915,"Preparazione del materiale tecnico","Prepare l'attrezzatura selezionata per la realizzazione delle riprese, effettuando il controllo e il settaggio degli strumenti",
94,916,"Ripresa delle immagini","Riprendere le immagini ritenute più importanti e adatte in relazione al prodotto da realizzare, spostandosi e orientando la telecamera in base alle direttive del regista, del direttore della fotografia o della cabina di regia (in televisione)",
94,917,"Montaggio digitale (tv)","Montare le tracce audio-video sincronizzando immagini e suoni selezionati secondo le linee dettate dalla sceneggiatura, sotto la guida del regista, o in autonomia per garantire l'obiettivo di comunicazione prefissato",
94,918,"Montaggio tradizionale (cinema)","Montare nella giusta sequenza gli spezzoni di pellicola sui quali sono impresse le scene e le inquadrature visionate alla moviola sotto la guida del regista",
88,920,"Progettazione del piano di illuminazione dello spettacolo","Progettare il piano di illuminazione in funzione del copione dello spettacolo da realizzare e dell'impianto disponibile",
88,921,"Allestimento del parco luci","Allestire il parco luci e la strumentazione necessaria per realizzare il piano di illuminazione",
88,922,"Realizzazione del progetto di illuminazione","Realizzare il piano di illuminazione durante la rappresentazione o le riprese, coordinandosi col procedere della rappresentazione",
442,1922,"Monitoraggio e valutazione delle azioni di promozione","Valutare lo sviluppo delle attività in relazione alla performance prevista e ai risultati ottenuti, per verificarne l'andamento e definirne strategie di gestione",
442,1921,"Supporto nella definizione della strategia di comunicazione per la promozione degli spettacoli dal vivo","Contribuire alla realizzazione del piano di comunicazione dello spettacolo dal vivo nell'ambito della strategia di comunicazione dell'evento ed essere in grado di applicare la pianificazione prevista",
442,366,"Analisi del territorio di riferimento","Raccogliere informazioni strutturate su fattori e aspetti peculiari del territorio di riferimento attraverso l'utilizzo di diversi strumenti di ricerca per verificare le tendenze di mercato e le offerte già presenti sul territorio",
442,226,"Organizzazione e gestione degli eventi e delle attività promozionali","Pianificare le attività promozionali e l'organizzazione degli eventi funzionali al posizionamento sul mercato e a realizzare l'obiettivo di riconoscibilità, di miglioramento e/o rafforzamento dell'immagine",
216,833,"Preparazione dei generici e delle comparse di scena","Accompagnare gli attori generici e le comparse sulla scena, individuando il luogo e il momento opportuno e assicurandone la preparazione in relazione al ruolo da rivestire",
216,832,"Casting di primo e di secondo livello","Selezionare gli aspiranti attori e le comparse che interpreteranno i personaggi del film o della rappresentazione teatrale conducendo provini strutturati",
216,830,"Individuazione dei personaggi presenti sul copione","Individuare i personaggi presenti sul copione realizzando le liste distinte per attori principali, generici e comparse, necessari per ciascuna scena",
216,831,"Organizzazione del casting","Organizzare il casting individuando canali di reclutamento degli aspiranti attori e stabilendo luoghi, tempi, criteri, partecipanti e metodi per la realizzazione dei provini",
98,898,"Assistenza alla vestizione","Assistere gli attori nella fase di vestizione prima delle prove in costume e prima delle rappresentazioni (teatro) o delle riprese cinematografiche e televisive",
98,900,"Progettazione dei costumi per uno spettacolo o una produzione","Progettare abiti e costumi (o ricercarli presso laboratori e stilisti) necessari ad abbigliare i personaggi dello spettacolo in modo adeguato all'ambientazione storica, sociale e culturale dell'opera",
98,901,"Supervisione alla realizzazione dei capi","Sovrintendere alla realizzazione dei capi realizzati dai sarti teatrali e dalle sartorie specializzate",
92,945,"Stesura delle schede tecniche della scenografia","Declinare il progetto scenografico in schede tecniche di dettaglio per l'esecuzione del lavoro, realizzando tavole in pianta e in prospettiva che riproducono le scene in scala",
92,947,"Costruzione degli elementi scenografici","Costruire i diversi elementi che comporranno la scenografia utilizzando materiali adeguati e recuperando elementi scenografici già realizzati, nel rispetto delle specifiche progettuali",
92,950,"Allestimento della scenografia (montaggio e smontaggio)","Allestire la scenografia procedendo al montaggio, all'adattamento e allo smontaggio della stessa nel rispetto degli standard di sicurezza",
92,952,"Movimentazione della scenografia durante lo spettacolo","Movimentare gli elementi della scenografia, eseguendo i cambi di scena in maniera sincronica con lo svolgimento dello spettacolo, secondo le indicazioni del direttore di scena e di regia",
89,929,"Predisposizione e allestimento degli impianti per la riproduzione (teatro e spettacoli musicali) o la registrazione del suono (riprese televisive o cinematografiche)","Allestire l'impianto e le attrezzature per la diffusione del suono (in teatro) o per la registrazione del sonoro in una ripresa audio-video (cinema, tv e eventi musicali), calibrando l'impianto rispetto alle esigenze della produzione",
89,930,"Prova di funzionamento e settaggio degli impianti","Regolare le casse, gli altoparlanti, i microfoni, gli amplificatori e i mixer, settando gli strumenti rispetto alla sala di regia acustica e garantendo la resa complessiva dell'output sonoro",
89,931,"Produzione audio durante lo spettacolo, le riprese televisive o cinematografiche","Garantire l'output sonoro in fase di produzione verificando e regolando costantemente il volume e la qualità del suono riprodotto/registrato",
89,932,"Montaggio audio (post produzione nel cinema o in tv)","Montare le tracce registrate pulendole dai rumori e dalle imperfezioni, introducendo effetti sonori, rumori e sottofondi musicali da copione, coordinandoli con le riprese video",
22018,25012201801,"Realizzare interventi di trucco artistico","Realizzare interventi di trucco artistico sulla base del progetto sviluppato e delle caratteristiche fisionomiche e dermatologiche del soggetto da trattare",
22018,25012201802,"Sviluppare il progetto di trucco artistico","Sviluppare il progetto di trucco artistico",
22018,25012201803,"Gestire la relazione con il sistema cliente","Gestire la relazione con il sistema cliente",
22018,25012201804,"Sviluppare l'offerta di servizi di trucco artistico","Sviluppare l'offerta di servizi di trucco artistico",
22018,25012201805,"Esecuzione di trattamenti democosmetici al viso","Esecuzione di trattamenti democosmetici al viso",
23011,25012301101,"Servire il cliente, in base alle richieste ricevute, preparando prodotti di caffetteria, bevande, cocktail e piatti semplici","Preparare i servizi bar",
23011,25012301102,"Effettuare l'allestimento del banco e della sala bar","Effettuare l'allestimento del banco e della sala bar",
23011,25012301103,"Effettuare il rifornimento delle forniture da bar","Effettuare il rifornimento delle forniture da bar",
23012,25012301201,"Effettuare la preparazione dell'impasto da pizza, seguendo con cura la fase di lievitazione e conservando i pani di pasta per evitare che si secchino.","Effettuare la preparazione dell'impasto da pizza, seguendo con cura la fase di lievitazione e conservando i pani di pasta per evitare che si secchino.",
23012,25012301202,"Monitorare le scorte tenendo conto del piano di approvvigionamento e definire il fabbisogno di merci per la ristorazione, garantendo il rispetto della normativa igienico-sanitaria","Monitorare le scorte tenendo conto del piano di approvvigionamento e definire il fabbisogno di merci per la ristorazione, garantendo il rispetto della normativa igienico-sanitaria",
23012,25012301203,"Preparare e disporre le farciture su pizze e focacce","Preparare e disporre le farciture su pizze e focacce",
252,1773,"Espletamento dell'attività di segreteria amministrativa","Operare nell'area amministrativa nella preparazione della documentazione necessaria al cliente, nella produzione di documenti contabili relativi alle attività specifiche (ricevute, note cassa...) e nell'archiviazione di documenti (corrispondenza, compilaz",
252,543,"Acquisire le prenotazioni","Acquisire attraverso l'applicazione di tecniche di marketing associate anche a supporti operativi informatici le prenotazioni, in modo da assicurare il massimo impiego della struttura",
252,541,"Gestione dell'accoglienza","Accogliere i clienti al loro arrivo in albergo seguendo, attraverso la collaborazione con gli altri reparti, tutti i passaggi, al fine di assicurare ai clienti un'assistenza continua durante tutto il loro soggiorno nella struttura",
413,1708,"Trattamento delle materie prime e dei semilavorati","Svolgere le operazioni di lavorazione delle materie prime necessarie alla preparazione dei piatti a supporto e secondo le indicazioni fornite dal cuoco",
413,1707,"Cura degli ambienti delle attrezzature ed utensili","Allestire la cucina e le attrezzature necessarie per la preparazione dei piatti, pulire e riordinare gli ambienti e le attrezzature nel rispetto delle normative di sicurezza ed igienico-sanitarie vigenti",
413,1710,"Preparazione piatti","Preparare piatti semplici ed effettuare le operazioni di porzionatura e sistemazione delle pietanze nei piatti, controllo visivo/olfattivo qualità delle materie prime e dei piatti preparati",
413,1696,"Predisposizione di menù semplici","Allestire menu semplici in linea con le indicazioni dell'azienda tenendo in considerazione le caratteristiche della clientela di riferimento, l'offerta stagionale ed il costo dei piatti proposti",
413,1703,"Approvvigionamento materie prime","Effettuare gli acquisti delle materie prime e controllare la merce al ricevimento secondo le direttive aziendali",
413,1706,"Conservazione e stoccaggio delle materie prime","Conservare e stoccare con metodi appropriati e differenziati generi alimentari freschi (frutta, verdura, latticini, pesce, carne, ecc), cibi destinati alla cucina fredda o alla cottura e cibi caldi preservando la qualità dei prodotti e dei cibi",
251,1773,"Espletamento dell'attività di segreteria amministrativa","Operare nell'area amministrativa nella preparazione della documentazione necessaria al cliente, nella produzione di documenti contabili relativi alle attività specifiche (ricevute, note cassa...) e nell'archiviazione di documenti (corrispondenza, compilaz",
251,479,"Organizzazione della vendita dei servizi/pacchetti turistici","Svolgere attività di assistenza e consulenza turistica utilizzando sistemi informativi aziendali specifici e individuando i fornitori ed i collaboratori più adatti",
251,477,"Presentazione delle offerte","Individuare le esigenze del cliente in modo da poter illustrare le offerte ed i pacchetti turistici rispondenti alle sue richieste",
23014,24012301401,"Applicazione del sistema di autocontrollo per la sicurezza dei prodotti alimentari","Effettuare la comanda, in base ai criteri di ordine prestabiliti, predisponendo gli ordinativi anche in funzione delle richieste della clientela; Servire al tavolo, nel rispetto delle indicazioni ricevute, ottimizzando i tempi e assistendo la clientela; Ordinare la sala, in base alle prescrizioni ricevute, effettuando le attività di riassetto, pulizia e allestimento.",
23014,24012301402,"Accoglienza e assistenza al cliente nei servizi di ristorazione","Accogliere e assistere il cliente nei servizi di ristorazione",
23014,24012301403,"Realizzazione del servizio ai tavoli, al buffet ed al banco di cibi e bevande","Realizzare il servizio ai tavoli, al buffet ed al banco di cibi e bevande",
245,597,"Pianificazione delle attività","Pianificare le attività della struttura ricettiva al fine di individuare i punti di forza ed i punti critici di gestione organizzando tutti gli interventi volti a garantire lo standard qualitativo aziendale",
245,591,"Gestione del personale","Gestire e amministrare il personale ottimizzando il rapporto tra esigenze organizzative e risorse disponibili",
245,588,"Gestione dei rapporti","Gestire i rapporti con i fornitori (Agenzie di Viaggio, Tour Operator providers) affinché l'azienda possa apparire sul maggior numero possibile di canali di vendita per garantire in ogni momento dell'esercizio la massima occupazione ricettiva ed il raggiu",
245,581,"Organizzazione e supervisione dei reparti della struttura ricettiva","Organizzare l'attività dei reparti della struttura ricettiva coordinando le informazioni fornite dai capi-servizio (ricevimento-cucina-amministrazione)",
245,579,"Politiche di promozione","Attuare le politiche di promozione della struttura ricettiva attraverso interventi di marketing, per ottenere il massimo utilizzo della struttura",
247,837,"Valorizzazione dell'attività agrituristica","Valorizzare l'attività agrituristica, il territorio ed i prodotti agricoli, con strategie di marketing ed analisi dei fattori del mercato, al fine di aumentare il valore aggiunto dei servizi proposti",
247,835,"Erogazione dei servizi","Eseguire le operazioni necessarie per l'accoglienza degli ospiti, la somministrazione di pasti ed alimenti, di servizi didattici e culturali, ottimizzando le forze di lavoro e la gestione del budget",
247,834,"Organizzazione dell'attività agrituristica","Pianificare l'attività agrituristica organizzando i servizi e attivando i flussi dei beni necessari, sia interni all'impresa, che esterni, compatibilmente con i ritmi e le esigenze dell'attività agricola nei termini di connessione, complementarietà e prin",
23015,24012301501,"Essere in grado di illustrare il patrimonio enogastronomico","Illustrare il patrimonio enogastronomico con particolare riferimento alle DOP e IGP, alle produzioni di nicchia, all'artigianato agroalimentare, alle tradizioni e ricette della memoria. Concorrere alla sua salvaguardia, al fine di porgerlo ad una domanda attenta e consapevole. Descrivere le risorse oggetto di visita esaltandone le unicità storico-culturali, produttive, organolettiche. Produrre o reperire il materiale illustrativo (in italiano o altra lingua) di supporto per i turisti. Reperire e fornire informazioni aggiornate anche sul paesaggio naturale e antropico e sulle caratteristiche socioeconomiche del territorio, nel caso ricorrendo a testimonianze di esperti e cultori di storia locale. Adeguare il proprio linguaggio e la comunicazione in funzione del livello culturale e dell’età dei partecipanti, nonché del tipo di nazionalità e di visita.  Padroneggiare la lingua straniera necessaria secondo la provenienza di origine del gruppo nel pieno rispetto delle differenze interculturali.",
23015,24012301502,"Essere in grado di definire gli itinerari e i giacimenti enogastronomici del territorio più idonei alla domanda-target","Definire gli itinerari e i giacimenti enogastronomici del territorio caso per caso più idonei alla domanda-target, in funzione di motivazioni, aspettative, fabbisogni, comportamenti d’acquisto, stagionalità, ecc. Conoscere e relazionarsi con tutte quelle realtà che localmente producono, trasformano e somministrano i prodotti tipici, cioè con tutte le diverse componenti della filiera, dal comparto agricolo alla distribuzione commerciale. Identificare e mappare le tipicità territoriali dell’ambito di riferimento. Padroneggiare gli intrecci luogo-risorsa anche in ottica culturale, antropologica e socioeconomica; - Ideare e pianificare programmi e itinerari adeguati alle esigenze del gruppo-target; - Sapersi muovere sul territorio prendendo contatti e allacciando relazioni con le agenzie e/o altri attori, partner e “protagonisti” (vettori, musealità, imprese produttive, ristorazione, shopping…) per prenotare, ove necessario, mezzi di trasporto, e concertare i diversi servizi di intrattenimento. Stabilire rapporti col soggetto promotore dell’iniziativa per concordare i dettagli organizzativi e operativi: - Elaborare programmi alternativi per meglio rispondere alle esigenze della committenza o del gruppo, e per fronteggiare eventuali criticità logistiche. Reperire le informazioni da trasferire/condividere, con particolare riguardo alle notizie di carattere storico, culturale, produttivo e organolettico. Praticare un moderno e compiuto storytelling, che narri e schiuda i giacimenti con forme di racconto coinvolgente ed esperienziale.",
23015,24012301503,"Essere in grado di condurre i turisti nelle visite a giacimenti enogastronomici di particolare tipicità e interesse","Condurre i turisti nelle visite a giacimenti enogastronomici di particolare tipicità e interesse: strade del gusto, orti e serre, vigneti, cantine, frantoi, caseifici, mulini, laboratori e locali tipici, botteghe storiche, mercati del pesce, musei a tema, ecc; - Prendere in carico il gruppo affidato, presentandosi nell’orario e luogo di partenza concordati. Rispettare nei limiti del possibile le esigenze di ogni singolo partecipante, adeguando tempi e modalità delle visite. Assistere il gruppo o il singolo “gastronauta” intervenendo anche in situazioni particolari o critiche. Coordinare il gruppo gestendo opportunamente anche i rapporti interpersonali fra i partecipanti (leadership e supervisione dei vari momenti esperienziali)",
23016,25012301601,"Elaborare la carta dei vini","Elaborare la carta dei vini e delle bevande alcoliche ed effettuare gli ordini di acquisto valutando anche nuovi prodotti offerti dai fornitori in relazione al fabbisogno della cantina in grado di soddisfare le esigenze del target di clientela abituale e potenziale.",
23016,25012301602,"Presentare i vini e le bevande alcoliche","Presentare i vini e le bevande alcoliche in base alle pietanze scelte dagli ospiti della struttura proponendo abbinamenti enogastronomici",
23016,25012301603,"Somministrare l’assaggio","Somministrare l’assaggio, previa verifica della corretta temperatura del vino e conservazione della bottiglia, esprimendo in forma analitica-descrittiva le caratteristiche organolettiche del prodotto analizzato sensorialmente (gusto, olfatto, vista) utilizzando un adeguato vocabolario tecnico e somministrarlo successivamente all’approvazione del cliente. ",
23013,25012301301,"Progettazione programmazione e organizzazione di offerte turistico territoriali","Analizzare la domanda potenziale di servizi turistici, applicando tecniche di analisi di mercato e individuando le principali risorse geografiche, storiche, culturali, artistiche, socio-economiche e logistiche del territorio. Elaborare il piano/progetto integrato di sviluppo turistico del territorio, stabilendo contatti e relazioni utili per la promozione dell'offerta, mediante la «personalizzazione»  ell'esperienza costruita sulle esigenze specifiche dei singoli visitatori che scelgono itinerari diversi da quelli battuti dal turismo di massa ",
23013,25012301302,"Progettazione e svolgimento di attività di animazione","Organizzare l'attività di animazione e intrattenimento turistico, a partire dal piano ideativo, predisponendo gli ambienti e i materiali per la realizzazione delle attività",
23013,25012301303,"Conduzione e assistenza del cliente in visite di interesse artistico e  culturale","Sviluppare un itinerario artistico-culturale per il quale serve elaborare una proposta ad hoc (es. itinerario monografico) che implica una specifica raccolta informazioni (es. sopralluoghi, testimonial, ricerche bibliografiche) e uno studio ex-ante per programmare la conduzione della visita ",
439,1926,"Gestione delle attività di marketing","Gestire attività di marketing al fine di promuovere i servizi proposti e aumentarne il valore aggiunto",
439,1924,"Gestione dei servizi di accoglienza ed assistenza","Accogliere gruppi o singoli diportisti (anche stranieri) assicurando loro, durante tutto il periodo di permanenza, un'assistenza continua sulla fruizione dei servizi tecnici disponibili e fornendo anche informazioni sui relativi standard qualitativi e di ",
439,1925,"Gestione delle attività di consulenza e informazione turistica","Svolgere attività di consulenza e informazione turistica relativa ad attrazioni turistiche del retro-porto, prodotti tipici, luoghi da visitare, ristoranti, negozi, locali per il tempo libero, guide turistiche del territorio e servizi logistici e di trasp",
439,1923,"Assistenza nelle operazioni di ormeggio e disormeggio","Collaborare con il marinaio di porto durante le operazioni di ormeggio e disormeggio dell'imbarcazione",
248,366,"Analisi del territorio di riferimento","Raccogliere informazioni strutturate su fattori e aspetti peculiari del territorio di riferimento attraverso l'utilizzo di diversi strumenti di ricerca per verificare le tendenze di mercato e le offerte già presenti sul territorio",
248,379,"Valutazione e controllo dell'andamento di mercato dei prodotti / servizi realizzati","Effettuare il controllo dei piani di sviluppo turistico per il monitoraggio sui servizi erogati dal sistema di offerta turistica",
248,377,"Progettazione, definizione e promozione di piani di sviluppo turistico","Strutturare un pacchetto di offerta turistica basato sulle connotazioni essenziali del territorio che risponda alle esigenze del target di clienti identificato utilizzando tecniche di marketing proprie del sistema turismo",
248,370,"Promozione del territorio locale","Definire con i soggetti specifici (pubblici e/o privati) l'immagine turistica del territorio, i piani di qualificazione ed articolazione dell'offerta turistica integrata e le azioni di miglioramento e sviluppo della stessa, per promuovere la costruzione d",
256,986,"Attuazione delle politiche di gestione del cliente","Attuare le politiche di gestione del cliente attraverso l'incremento della qualità dello standard di servizio della struttura, per soddisfare le esigenze del cliente offrendo servizi sempre più personalizzati",
256,985,"Promozione della struttura ricettiva","Promuovere la struttura nei principali canali di vendita quali: fiere, educational, workshop di settore ed i principali provider al fine di assicurare, in ogni periodo dell'esercizio, il massimo impiego della struttura",
256,981,"Gestione del personale addetto al ricevimento","Organizzare orari, ferie, permessi degli addetti al ricevimento, compilando i turni settimanali dei lavoratori, tenendo conto delle loro esigenze e garantendo il servizio ad ogni turno",
249,558,"Svolgimento di attività di animazione","Realizzare attività di animazione studiate specificatamente per la tipologia di clientela presente nella struttura turistica",
249,467,"Valutazione dell'andamento del servizio svolto","Valutare lo stato di attuazione delle attività in rapporto agli obiettivi prefissati predisponendo eventuali aggiustamenti o modifiche che si rendessero necessari",
249,466,"Progettazione attività di animazione","Progettare le attività di animazione (sportive, giochi di società ed attività ricreative) traducendo operativamente la strategia aziendale, valutando la tipologia di attività in funzione delle caratteristiche della clientela",
249,465,"Pianificazione delle attività di animazione","Pianificare le attività progettate all'interno dello staff di animatori assicurando il conseguimento degli obiettivi individuati in fase di progettazione, riuscendo ad ottimizzare la forza lavoro e la gestione del budget",
39,113,"Formazione ed informazione sulla sicurezza in azienda","Promuovere l'adozione di atteggiamenti consapevoli e collaborativi all'interno dell'azienda, per favorire il miglioramento delle condizioni di salute e sicurezza del lavoratore",
39,109,"Aggiornamento e comunicazione sulla normativa nazionale, comunitaria e regionale sulla salute e sicurezza nei luoghi di lavoro","Trasmettere informazioni relative alla normativa sulla salute e sicurezza nei luoghi di lavoro ai settori aziendali dove essa è applicabile in modo da consentire un elevato flusso di informazioni aggiornate ai fini della pianificazione di interventi di mi",
39,112,"Pianificazione dei programmi di adeguamento e manutenzione","Realizzare un programma di adeguamento e manutenzione di strutture, impianti e macchinari, nell'osservanza delle indicazioni legislative, in funzione di un sensibile miglioramento delle condizioni di salute e sicurezza",
39,111,"Elaborazione del piano di sicurezza aziendale","Definire il piano di sicurezza aziendale a partire dall'individuazione dei fattori di rischio fino alla stesura del documento di valutazione dei rischi e alla scelta delle misure di sicurezza da applicare ai vari settori aziendali",
