id_profilo,titolo,descrizione,liv_eqf,settore,ada_1,ada_2,ada_3,ada_4,ada_5,ada_6,ada_7,ada_8,ada_9,ada_10,ada_11,ada_12,ada_13,ada_14,ada_15,ada_16,ada_17,ada_18,ada_19,ada_20,ada_21,ada_22,ada_23,ada_24,ada_25,ada_26,ada_27,ada_28,ada_29,ada_30,ada_31,ada_32,ada_33,ada_34,ada_35,ada_36,ada_37,ada_38,ada_39,ada_40,ada_41,ada_42,ada_43,ada_44,ada_45,ada_46,ada_47
23016,"Tecnico della degustazione, dell'organizzazione e gestione della cantina  (sommelier)","Analizza il target di clientela abituale della struttura e programma, insieme al responsabile dell’area approvvigionamenti, gli acquisti di prodotti alcolici ed elabora la presentazione (grand carte dei vini e la carta delle bevande alcoliche) degli stessi. In base alle caratteristiche e proprietà delle pietanze scelte dagli ospiti propone abbinamenti enogastronomici. Nella presentazione dei prodotti alcolici, fornisce informazioni quali denominazione, derivazione geografica, annata, produttore, ecc e, previa verifica della temperatura (vini e bevande) e della conservazione delle bottiglie, evidenzia le caratteristiche organolettiche, mediante tecniche di degustazione visiva, olfattiva e gustativa del prodotto, utilizzando un lessico tecnico. Somministra il prodotto in seguito all’approvazione del cliente. ",4,23,"ADA.23.01.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23013,"Tecnico esperto nella progettazione di itinerari turistici esperienziali e sostenibili","Il tecnico esperto nella progettazione di itinerari turistici esperenziali e sostenibili programma, nel rispetto della normativa vigente di settore, le attività di animazione e i servizi che caratterizzano il prodotto turistico esperienziale disegnato attorno alle attrattive del territorio sulla base di una specifica passione condivisa con il turista.Esso deve saper acquisire e gestire informazioni sul fabbisogno della clientela ed elaborare un piano d’intervento volto alla personalizzazione delle esperienze.",4,23,"ADA.23.03.01","ADA.23.03.10","ADA.23.03.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,"Tecnico della gestione dell'accoglienza ai passeggeri porti/diporti e dell'informazione e promozione dei servizi del porto turistico, porto passeggeri e del territorio locale",,4,23,"ADA.23.03.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,"Tecnico della progettazione, definizione e promozione di piani di sviluppo turistico e promozione del territorio",,4,23,"ADA.23.03.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,"Tecnico delle attività di gestione del cliente, promozione della struttura ricettiva e gestione del personale preposto al ricevimento",,4,23,"ADA.23.02.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,"Tecnico delle attività di ideazione e gestione di attività ricreative e culturali, organizzazione del tempo libero ed accoglienza del cliente",,4,23,"ADA.23.03.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"Tecnico dell'elaborazione del piano di sicurezza aziendale, pianificazione dei programmi di adeguamento e manutenzione, formazione ed informazione sulla sicurezza in azienda",,4,24,"ADA.24.03.07","ADA.24.03.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,"Tecnico della gestione della contabilità e della formulazione del bilancio",,4,24,"ADA.24.02.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24051,"Operatore di cura e pulizia di spazi e ambienti",,3,24,"ADA.24.01.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"Operatore per l'approvvigionamento e l'immagazzinamento della merce",,3,24,"ADA.24.05.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,"Operatore per l'organizzazione e gestione delle attività di segreteria, l'accoglienza e le informazioni",,3,24,"ADA.24.01.05","ADA.24.01.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"Operatore per le attività di accoglienza/accompagnamento in manifestazioni congressuali, fiere, convegni (hostess)",,3,24,"ADA.24.04.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,"Operatore per le attività relative alle procedure amministrative",,3,24,"ADA.24.02.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"Operatore per il confezionamento e l'imballaggio dei prodotti",,3,24,"ADA.24.05.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24052,"Responsabile analista di business (Business Analyst)",,5,24,"ADA.24.04.01 ","ADA.24.04.03","ADA.24.04.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"Responsabile del coordinamento delle attività di sviluppo di collezione",,5,24,"ADA.24.05.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"Responsabile del marketing e delle strategie commerciali per la vendita online di prodotti o servizi",,5,24,"ADA.24.04.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,"Responsabile dell'attuazione delle politiche commerciali e del coordinamento delle forze di vendita",,5,24,"ADA.24.04.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"Responsabile dell'organizzazione delle operazioni di approvvigionamento, trasporto, movimentazione e stoccaggio della merce",,5,24,"ADA.24.05.11","ADA.24.05.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"Responsabile della direzione e del coordinamento delle strategie di marketing e di comunicazione",,5,24,"ADA.24.04.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24010,"Responsabile della gestione della lavorazione conto terzi","Gestisce l'area di business delle ""lavorazioni in conto terzi"" (o subfornitura) di prodotti finiti o di parti/componenti degli stessi, all'interno di aziende presenti nella sub-fornitura del settore moda. In relazione alla tipologia di azienda e al tipo di prodotto finito o lavorazione fornita, può gestire anche lo sviluppo di nuovi prodotti o nuove lavorazioni per conto dei clienti, in collaborazione con i settori del cliente incaricati dello sviluppo dei campionari. Può gestire inoltre l'acquisizione di nuovi clienti (sviluppo commerciale) ",5,24,"ADA.24.04.06","ADA.24.04.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,"Responsabile della gestione delle risorse umane",,5,24,"ADA.24.03.01","ADA.24.03.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,"Responsabile della pianificazione, programmazione e coordinamento del sistema di contabilità",,5,24,"ADA.24.02.03","ADA.24.02.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"Responsabile della programmazione, organizzazione, gestione e controllo delle attività di magazzino",,5,24,"ADA.24.05.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"Responsabile della programmazione, organizzazione, gestione e esecuzione del processo di produzione",,5,24,"ADA.24.05.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,"Responsabile delle attività di pianificazione, programmazione e controllo del processo produttivo",,5,24,"ADA.24.05.01","ADA.24.05.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,"Responsabile dello sviluppo organizzativo e commerciale di punti vendita e venditori diretti",,5,24,"ADA.24.04.06","ADA.24.04.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24050,"RESPONSABILE SOCIAL MEDIA MANAGER",,5,24,"ADA.24.04.12 ","ADA.24.04.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,"Tecnico del controllo della qualità",,4,24,"ADA.24.05.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24034,"Tecnico dell'analisi e trascrizione di segnali fonici e di gestione della perizia di trascrizione in ambito forense","Svolge attività di interpretazione e trascrizione di segnali sonori provenienti da intercettazioni telefoniche ed ambientali disposte dalle Autorità Giudiziarie (Tribunali e Procure) e dagli studi legali. Rielabora le informazioni e i dati emersi dall'analisi delle intercettazioni per fornire una dettagliata ricostruzione della realtà ",4,24,"ADA.24.01.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,"Tecnico dell'attività di trasformazione di un risultato di ricerca o di un prototipo in un prodotto commerciale",,4,24,"ADA.24.05.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"Tecnico dell'elaborazione delle strategie di comunicazione",,4,24,"ADA.24.04.02","ADA.24.04.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,"Tecnico dell'organizzazione del lavoro, della gestione del cambiamento, della comunicazione aziendale e dei piani retributivi",,4,24,"ADA.24.03.01","ADA.24.03.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,"Tecnico della definizione delle posizioni lavorative e del reclutamento, selezione e valutazione del personale",,4,24,"ADA.24.03.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"Tecnico della definizione di strategie di mercato, della pianificazione di azioni di marketing e della gestione di rapporti con la clientela e le reti di vendita",,4,24,"ADA.24.04.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,"Tecnico della definizione e gestione della contabilità analitica e della predisposizione del budget",,4,24,"ADA.24.02.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"Tecnico della gestione delle fasi di produzione",,4,24,"ADA.24.05.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,"Tecnico della gestione e controllo di campagne pubblicitarie",,4,24,"ADA.24.04.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,"Tecnico della pianificazione del sistema di amministrazione e contabilità del personale",,4,24,"ADA.24.03.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"Tecnico della progettazione e dei processi di realizzazione di messaggi/prodotti comunicativi",,4,24,"ADA.24.04.12","ADA.24.04.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,"Tecnico della progettazione e organizzazione di manifestazioni congressuali, fiere, convegni",,4,24,"ADA.24.04.18","ADA.24.04.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"Tecnico della programmazione degli acquisti e della gestione dei rapporti con i fornitori",,4,24,"ADA.24.05.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,"Tecnico della programmazione della produzione a breve, medio e lungo termine",,4,24,"ADA.24.05.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"Tecnico della valorizzazione di risorse locali",,4,24,"ADA.24.05.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,"Tecnico delle attività di analisi della situazione patrimoniale e finanziaria",,4,24,"ADA.24.02.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24055,"Tecnico delle attività di analisi e monitoraggio di sistemi di gestione ambientale e del territorio","E' esperto di tecnologie e strumenti di monitoraggio e controllo sia per la valutazione di impatti e rischi ambientali, sia per la verifica delle performances ambientali delle realtà aziendali e della loro conformità alla legislazione obbligatoria e volontaria",4,24,"ADA.24.03.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,"Tecnico delle attività di definizione, sviluppo e acquiszione dei materiali per i campionari",,4,24,"ADA.24.05.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"Tecnico delle attività di ideazione e sviluppo dell'immagine di campagne pubblicitarie",,4,24,"ADA.24.04.14","ADA.24.04.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,"Tecnico delle attività di marketing",,4,24,"ADA.24.04.01","ADA.24.04.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24040,"Tecnico delle attività di ottimizzazione dei processi di produzione","Opera con riferimento allo sviluppo dei nuovi modelli, con il compito di ottimizzarne i processi di produzione, agendo su strumenti, tecnologie e materiali correnti all'interno del contesto tecnologico esistente, nel rispetto degli standard qualitativi, d'immagine e di costo del prodotto. Alla figura è altresì richiesto di affiancare il responsabile (industriale o tecnologie o produzione in relazione al tipo di organizzazione aziendale) nelle attività finalizzate all'innovazione tecnologica, qualora ciò sia richiesto dai nuovi progetti ",4,24,"ADA.24.05.04","ADA.24.05.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,"Tecnico delle attività di progettazione di campagne pubblicitarie",,4,24,"ADA.24.04.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"Tecnico delle attività di progettazione e sviluppo di impianti e macchine di produzione e loro convalida",,4,24,"ADA.24.05.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24043,"Tecnico delle attività di verifica dei costi, controllo di gestione, redazione e verifica del bilancio","Contribuisce alla realizzazione e alla gestione di un sistema di controllo e validazione della contabilità generale e del bilancio; imposta e realizza le attività di verifica dei costi e di controllo di gestione. Si occupa inoltre degli aspetti relativi all'organizzazione del lavoro, alla gestione del personale, nonché dei sistemi di incentivazione del personale in uso nell'azienda in cui opera",4,24,"ADA.24.02.04","ADA.24.03.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"Tecnico delle rappresentazioni grafiche di messaggi pubblicitari",,4,24,"ADA.24.04.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,"Tecnico dello sviluppo del personale, dell'analisi dei fabbisogni formativi, della progettazione, monitoraggio e valutazione del percorso formativo in un contesto aziendale",,4,24,"ADA.24.03.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"Tecnico di elaborazione, definizione, aggiornamento e gestione di procedure aziendali in materia di assicurazione di qualità",,4,24,"ADA.24.05.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24053,"Tecnico in e-commerce",,5,24,"ADA.24.04.08 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,"Operatore per la realizzazione di manufatti lignei",,3,3,"ADA.03.02.02","ADA.03.02.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,"Tecnico della definizione tecnica del progetto e della realizzazione di prototipi e modelli",,4,3,"ADA.03.02.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,"Tecnico della progettazione, creazione e realizzazione di opere di artigianato artistico sacro",,4,3,"ADA.03.02.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"Tecnico della progettazione di mobili e complementi",,4,3,"ADA.03.02.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,"Tecnico della realizzazione di disegni tecnici attraverso rappresentazioni bidimensionali e tridimensionali fotorealistiche",,4,3,"ADA.03.02.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,"Tecnico delle attività di selezione di materiali, tecnologie e finiture e di definizione tecnico-costruttiva del progetto",,4,3,"ADA.03.02.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"Operatore per la fabbricazione e trasformazione della pasta/carta e del cartone",,3,4,"ADA.04.01.02","ADA.04.01.03","ADA.04.01.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5024,"Operatore alla tessitura artigianale",,3,5,"ADA.05.01.26 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"Operatore per il finissaggio",,3,5,"ADA.05.01.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"Operatore per il montaggio meccanizzato della tomaia",,3,5,"ADA.05.04.11","ADA.05.04.12","ADA.05.04.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"Operatore per il reparto a umido della conceria",,3,5,"ADA.05.03.02","ADA.05.03.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,"Operatore per la masticiatura, la cucitura e il taglio di pelle/tessuto",,3,5,"ADA.05.04.08","ADA.05.04.09","ADA.05.04.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,"Operatore per la realizzazione di prototipi di abbigliamento",,3,5,"ADA.05.02.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,"Operatore per la realizzazione di prototipi di pelletteria",,3,5,"ADA.05.06.02","ADA.05.06.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"Operatore per la realizzazione, rifinitura e stiratura di capi di abbigliamento",,3,5,"ADA.05.02.06","ADA.05.02.08","ADA.05.02.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"Operatore per la rifinizione delle pelli",,3,5,"ADA.05.03.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,"Operatore per la selezione delle pelli finite",,3,5,"ADA.05.03.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"Operatore per la selezione e classificazione delle pelli grezze e wet-blue",,3,5,"ADA.05.03.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"Operatore per le attività di taglio multifunzione",,3,5,"ADA.05.02.03","ADA.05.02.05","ADA.05.04.08","ADA.05.06.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"Operatore per le attività di tintoria",,3,5,"ADA.05.01.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"Tecnico dell'esecuzione e riadattamento di capi d'abbigliamento",,4,5,"ADA.05.02.10","ADA.05.02.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"Tecnico delle attività di progettazione del tessuto e industrializzazione del prodotto",,4,5,"ADA.05.01.01","ADA.05.01.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"Tecnico delle attività di realizzazione di modelli di abbigliamento nuovi o preesistenti",,4,5,"ADA.05.01.17","ADA.05.02.02","ADA.05.02.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,"Tecnico delle attività di realizzazione di modelli di pelletteria nuovi o preesistenti",,4,5,"ADA.05.06.02","ADA.05.06.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"Tecnico delle attività di realizzazione e riparazione di scarpe",,4,5,"ADA.05.04.16","ADA.05.06.08","ADA.05.06.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,"Operatore per il trattamento, la lavorazione e la conservazione di materie prime, semilavorati e prodotti chimici",,3,6,"ADA.06.02.04","ADA.06.02.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"Tecnico della progettazione e realizzazione di studi clinici e dello sviluppo di nuovi farmaci",,4,6,"ADA.06.03.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"Tecnico delle attività di accertamento della qualità di materie prime, semilavorati, prodotti farmaceutici finiti, acque ed ambiente",,4,6,"ADA.06.02.02","ADA.06.03.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"Tecnico delle attività di predisposizione e gestione della documentazione e dell'iter per l'autorizzazione, l'immissione e la permanenza in commercio dei prodotti",,4,6,"ADA.06.03.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,"Tecnico dello svolgimento di attività di ricerca biochimica",,4,6,"ADA.06.02.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7012,"Operatore per il lavaggio/bonifica di impianti, serbatoi, cisterne",,3,7,"ADA.07.01.09 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,"Operatore per il taglio e la prima trasformazione dei prodotti lapidei",,3,7,"ADA.07.03.01","ADA.07.03.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,"Operatore per la frantumazione di materiali lapidei",,3,7,"ADA.07.02.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,"Operatore per la lucidatura e levigatura di materiali lapidei",,3,7,"ADA.07.03.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,"Operatore per le lavorazioni del marmo",,3,7,"ADA.07.03.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8011,"Operatore per la formazione di manufatti in cemento","Realizza l’impasto per la realizzazione di prodotti in cemento armato e non. A
tal fine, selezione la qualità delle materie prime e procede alle operazioni di
pesatura, dosaggio e macinazione delle stesse. Realizza il manufatto avendo
cura di predisporre l’armatura e gli stampi (ferro, acciaio, fibra sintetica) e
verifica, in tutte le fasi del processo produttivo, la maturazione, l’essiccazione e
la rifinitura del manufatto ed interviene, ove necessario, ad apportare gli
opportuni correttivi assicurandone la qualità e la conformità agli standard di
prodotto",3,8,"ADA.08.03.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,"Operatore per la gestione di macchine formatrici",,3,8,"ADA.08.01.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,"Operatore per la realizzazione di manufatti in ceramica",,3,8,"ADA.08.02.08","ADA.08.02.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8012,"Tecnico mosaicista","Restaura o effettua la realizzazione di mosaici su diversi settori produttivi, utilizzando materiali di diverso tipo: vetro, paste vitree, pietra naturale, terracotta, madreperla, ecc. ",4,8,"ADA.08.02.10 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,"Tecnico della progettazione e realizzazione di decori e pitture su ceramica e vetro",,4,8,"ADA.08.01.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,"Tecnico della progettazione e realizzazione di stampi per la produzione di oggetti in vetro",,4,8,"ADA.08.01.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,"Tecnico della progettazione, ricerca e sviluppo di nuove tipologie di prodotti in vetro",,4,8,"ADA.08.01.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,"Tecnico della revisione e manutenzione di stampi per vetro",,4,8,"ADA.08.01.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,"Tecnico della selezione e classificazione dei prodotti finiti in vetro",,4,8,"ADA.08.01.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,"Tecnico delle operazioni di soffiatura del vetro",,4,8,"ADA.08.01.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,"Operatore per l'imbracatura, stabilizzazione, movimentazione e inventario di materiali lapidei",,3,9,"ADA.09.01.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"Operatore per l'intonacatura, la stuccatura, la gessatura",,3,9,"ADA.09.01.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"Operatore per la pittura, stuccatura, rifinitura e decorazione edilizia",,3,9,"ADA.09.01.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,"Operatore per la realizzazione di lavori di rivestimento/piastrellatura di superfici con materiali ceramici, marmo, pietra naturale, cotto o assimilabili",,3,9,"ADA.09.01.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"Operatore per la realizzazione di strutture in calcestruzzo armato",,3,9,"ADA.09.01.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,"Operatore per lo scavo, carico, scarico, conglomeramento di cemento e trasporto di materiali",,3,9,"ADA.09.01.08","ADA.09.01.09","ADA.09.01.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"Responsabile della gestione di progetti complessi nel settore delle costruzioni",,5,9,"ADA.09.01.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,"Tecnico della programmazione, coordinamento e controllo di cantieri",,4,9,"ADA.09.01.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"Tecnico della realizzazione di elaborati grafici attraverso l'uso di strumenti informatici e programmi CAD",,4,9,"ADA.09.01.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
